customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
5939-XAIXZ,False,female,0,no,no,19,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,56.1,1033.9
5940-AHUHD,True,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.6,70.6
5940-NFXKV,True,male,0,yes,yes,19,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,83.65,1465.75
5943-PWAPA,,female,0,yes,no,53,yes,no,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,93.45,4872.2
5944-UGLLK,False,male,0,no,no,53,no,no phone service,dsl,no,no,yes,yes,yes,yes,one year,no,credit card (automatic),54.9,3045.75
5945-AZYHT,False,male,0,yes,no,71,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,109.6,7854.15
5947-SGKCL,False,female,0,yes,yes,15,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),105.35,1559.25
5948-UJZLF,False,male,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,49.25,97
5949-EBSQK,True,male,0,yes,yes,4,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,no,credit card (automatic),61.45,229.55
5949-HGVJL,False,female,0,yes,no,26,yes,no,dsl,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,73.05,1959.5
5949-XIKAE,True,female,0,yes,yes,8,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,83.55,680.05
5950-AAAGJ,False,male,0,no,no,18,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),84.3,1537.9
5951-AOFIH,False,male,0,no,no,33,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),66.4,2245.4
5954-BDFSG,False,female,0,no,no,72,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,credit card (automatic),107.5,7853.7
5955-EPOAZ,False,female,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.95,109.5
5955-ERIHD,True,male,0,yes,no,18,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.7,1687.95
5956-VKDTT,True,female,1,yes,no,5,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,334.8
5956-YHHRX,False,male,1,no,no,21,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.35,2271.85
5959-BELXA,True,male,1,no,no,32,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),96.15,3019.25
5960-MVTUK,False,male,0,no,no,3,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,29.75,96.85
5960-WPXQM,True,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.05,79.05
5961-VUSRV,False,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.35,219.35
5965-GGPRW,False,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,no,bank transfer (automatic),105.25,7609.75
5966-EMAZU,False,male,0,yes,no,64,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,mailed check,108.5,6880.85
5968-HYJRZ,False,male,0,yes,yes,47,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.55,1160.45
5968-VXZLG,False,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),46.6,87.9
5968-XQIVE,False,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,no,no,yes,no,one year,yes,electronic check,89.7,6588.95
5970-GHJAW,False,male,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.95,862.4
5973-EJGDP,False,male,0,no,no,51,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,electronic check,87.35,4473
5975-BAICR,False,male,0,yes,yes,36,yes,no,dsl,yes,no,yes,no,no,yes,one year,yes,credit card (automatic),63.7,2188.5
5976-JCJRH,True,male,0,yes,no,10,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,738.2
5977-CKHON,False,female,0,yes,yes,43,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),92.55,4039
5980-BDHPY,False,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),87.1,6230.1
5980-NOPLP,True,female,0,yes,no,44,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.1,4364.1
5981-ITEMU,True,male,0,yes,no,40,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),97.1,3706.95
5981-ZVXOT,False,female,1,no,no,35,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,108.35,3726.15
5982-FPVQN,False,female,0,yes,yes,37,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.15,3532.85
5982-PSMKW,False,female,0,yes,yes,23,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),91.1,2198.3
5982-XMDEX,False,female,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),26.5,1698.55
5985-BEHZK,False,female,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,credit card (automatic),105.0,7578.05
5985-TBABQ,False,female,0,no,no,32,yes,yes,dsl,yes,no,no,no,yes,yes,one year,no,mailed check,74.75,2282.95
5986-WWXDV,False,male,0,no,yes,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.35,779.2
5989-AXPUC,False,female,0,yes,no,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,118.6,7990.05
5989-OMNJE,False,female,0,yes,yes,24,no,no phone service,dsl,yes,yes,yes,no,yes,yes,one year,no,electronic check,57.6,1367.75
5989-PGKJB,False,female,0,no,no,16,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,86.25,1340.1
5993-BQHEA,False,male,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.05,267
5993-JSUWV,False,female,0,no,no,66,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,bank transfer (automatic),61.15,4017.45
5995-LFTLE,False,male,0,no,no,58,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.3,1474.35
5995-OIGLP,True,male,0,no,no,12,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,mailed check,56.65,654.85
5995-SNNEW,False,male,1,yes,no,23,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.45,2184.85
5995-WWKKG,False,female,0,no,no,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,19.8,695.05
5996-DAOQL,False,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.45,20.45
5996-EBTKM,False,female,0,yes,yes,67,yes,yes,dsl,no,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),69.9,4615.9
5996-NRVXR,False,male,1,yes,no,40,yes,no,fiber optic,yes,yes,yes,yes,yes,no,one year,yes,credit card (automatic),98.15,4116.8
5997-OPVFA,False,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),89.05,6254.45
5998-DZLYR,False,female,0,yes,no,61,yes,yes,fiber optic,no,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),94.35,5703
5998-VVEJY,True,male,0,no,no,26,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,80.5,2088.8
5999-LCXAO,False,female,0,no,no,1,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,29.9,29.9
6000-APYLU,True,male,0,no,no,9,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.8,713.1
6000-UKLWI,False,male,0,no,no,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,802.35
6005-OBZPH,True,female,1,no,no,26,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,89.15,2277.65
6007-TCTST,False,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),115.8,8476.5
6008-NAIXK,False,male,1,no,no,54,no,no phone service,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,55.45,2966.95
6010-DDPPW,False,male,0,yes,no,70,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.15,1940.85
6013-BHCAW,False,male,0,yes,yes,61,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),81.0,4976.15
6015-VVHHE,True,female,1,no,no,5,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),83.15,446.05
6016-EJGNT,,female,0,yes,yes,48,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),103.25,5037.55
6016-LVTJQ,False,female,0,yes,yes,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.65,716.4
6016-NXBNJ,False,male,0,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.15,638
6016-QSKVI,,male,0,no,no,4,yes,no,fiber optic,yes,yes,no,yes,no,yes,month-to-month,yes,mailed check,94.9,360.55
6017-PPLPX,True,male,0,yes,yes,20,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.45,1470.95
6022-KOUQO,False,female,0,yes,yes,2,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),29.05,44.75
6022-MXOMF,,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.2,74.2
6022-UGGSO,True,female,1,no,no,32,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.4,2276.95
6023-GSSXW,False,female,0,yes,no,69,yes,no,dsl,no,yes,no,no,no,yes,two year,yes,credit card (automatic),61.45,4131.2
6023-YEBUP,True,male,0,no,no,3,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.95,329.95
6024-RUGGH,False,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.2,1798.9
6029-CSMJE,False,male,0,no,no,17,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.65,440.2
6029-WTIPC,True,male,1,no,no,37,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.1,3744.05
6030-REHUX,False,female,1,yes,no,28,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,110.85,3204.4
6032-IGALN,True,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.1,25.1
6032-KRXXO,True,male,0,no,no,30,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.25,2755.35
6034-YMTOB,False,female,0,no,no,5,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,mailed check,75.65,399.45
6034-ZRYCV,True,female,0,yes,no,72,no,no phone service,dsl,no,yes,yes,no,yes,yes,two year,yes,electronic check,54.2,3937.45
6035-BXTTY,False,female,1,no,no,32,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),54.65,1830.1
6035-RIIOM,False,female,0,no,no,54,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,yes,bank transfer (automatic),97.2,5129.45
6036-TTFYU,False,female,0,yes,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.6,314.45
6037-WPJRP,,female,0,no,no,13,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,75.0,999.45
6038-GCYEC,True,female,0,no,no,24,no,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),54.15,1240.25
6039-RVSJV,,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,19.85
6040-CGACY,False,female,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.6,299.4
6047-SUHPR,False,male,0,yes,yes,39,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,electronic check,59.8,2343.85
6047-YHPVI,True,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.7,316.9
6048-NJXHX,False,male,0,yes,no,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,19.75,899.45
6048-QBXKL,False,female,1,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),56.55,118.25
6048-UWKAL,False,female,1,yes,no,69,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,no,credit card (automatic),105.4,6998.95
6050-FFXES,False,female,0,yes,no,69,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),105.35,7240.65
6050-IJRHS,False,female,0,yes,yes,70,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.5,7397
6051-PTVNS,False,female,0,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.15,998.1
6060-DRTNL,True,female,1,no,no,5,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,mailed check,84.85,415.55
6060-QBMGV,False,male,0,yes,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.85,1433.8
6061-GWWAV,False,male,0,no,yes,41,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,mailed check,70.2,2894.55
6061-PQHMK,False,female,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.9,527.5
6064-PUPMC,False,male,0,yes,yes,23,yes,no,dsl,yes,no,no,yes,no,no,one year,no,credit card (automatic),57.2,1423.35
6064-ZATLR,False,female,0,no,no,27,yes,no,dsl,yes,yes,no,no,no,no,two year,no,bank transfer (automatic),52.85,1498.65
6067-NGCEU,False,female,0,no,no,65,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),111.05,7107
6072-NUQCB,False,male,0,yes,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.25,488.25
6072-YUBLX,,male,1,yes,no,61,yes,yes,fiber optic,no,yes,yes,yes,yes,no,one year,yes,mailed check,98.3,6066.55
6075-QMNRR,False,female,0,no,no,52,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),49.75,2535.55
6075-SLNIL,False,male,0,no,no,38,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),95.1,3691.2
6077-BDPXA,False,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,194.2
6078-VESFR,False,male,1,yes,no,13,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),70.45,849.1
6080-LNESI,False,male,0,no,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.75,1234.6
6080-TCMYC,False,male,0,yes,yes,40,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,81.2,3292.3
6082-GLJIX,False,male,0,no,no,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.25,331.35
6082-OQFBA,False,male,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.65,436.9
6086-ESGRL,True,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,credit card (automatic),80.15,80.15
6087-MVHJH,True,female,0,no,no,16,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,88.45,1422.1
6087-YPWHO,False,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,mailed check,68.15,4808.7
6088-BXMRG,False,female,0,yes,yes,32,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,98.85,3089.6
6092-QZVPP,False,male,0,no,no,36,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),79.2,2854.95
6094-ZIVKX,False,female,0,no,no,68,yes,no,dsl,yes,no,yes,no,no,no,one year,yes,credit card (automatic),54.45,3674.95
6096-EGVTU,False,female,0,yes,yes,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.9,1595.5
6097-EQISJ,True,female,0,yes,yes,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),102.45,6615.15
6100-FJZDG,False,male,0,yes,yes,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.05,505.9
6100-QQHEB,True,male,0,yes,yes,17,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,92.55,1515.1
6101-IMRMM,True,male,0,no,yes,6,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,mailed check,94.5,575.45
6103-BOCOU,False,female,0,no,no,26,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,80.7,2193
6103-LIANB,False,male,0,yes,yes,59,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,yes,credit card (automatic),99.5,5861.75
6103-QCKFX,False,female,0,yes,yes,44,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),56.25,2419.55
6108-OQZDQ,True,female,0,yes,yes,4,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,97.95,384.5
6110-OHIHY,True,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,79.25,267.6
6112-KTHFQ,False,female,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.3,279.3
6114-TCFID,False,female,0,no,no,29,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,no,credit card (automatic),39.5,1082.75
6115-ZTBFQ,False,female,0,yes,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),65.5,4919.7
6116-RFVHN,False,female,0,yes,no,34,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.45,3414.65
6119-SPUDB,False,male,0,no,no,46,no,no phone service,dsl,yes,no,yes,yes,no,no,two year,no,mailed check,38.25,1755.35
6120-RJKLU,False,female,1,yes,no,62,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),79.95,4819.75
6121-TNHBO,False,female,1,no,no,63,yes,yes,dsl,yes,yes,yes,yes,yes,no,one year,no,bank transfer (automatic),83.0,5243.05
6121-VZNQB,True,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.1,19.1
6122-EFVKN,False,male,0,no,yes,24,no,no phone service,dsl,yes,no,no,yes,no,no,two year,no,mailed check,35.75,830.8
6122-LJADA,False,male,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.15,6237.05
6124-ACRHJ,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.75,19.75
6127-ISGTU,True,female,0,yes,no,16,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.95,1378.25
6127-IYJOZ,False,male,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.85,45.85
6128-AQBMT,False,male,1,yes,no,41,no,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,53.95,2215.4
6128-CZOMY,True,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.65,45.65
6128-DAFVY,False,female,0,no,no,56,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),44.85,2564.95
6131-FOYAS,False,male,0,no,no,35,yes,yes,dsl,yes,no,yes,no,no,no,month-to-month,yes,electronic check,59.6,2094.9
6131-IUNXN,False,female,0,yes,yes,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.2,382.2
6131-JLWZM,False,female,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.3,275.4
6133-OZILE,False,female,0,no,no,18,no,no phone service,dsl,no,no,yes,yes,no,no,month-to-month,yes,electronic check,35.2,607.3
6134-KWTBV,False,male,0,no,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.4,1429.65
6135-OZQVA,False,female,0,no,no,7,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,53.65,404.35
6137-MFAJN,False,female,0,no,no,48,no,no phone service,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,44.8,2104.55
6137-NICCO,False,female,0,yes,yes,6,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,mailed check,94.05,518.75
6139-ZZRBQ,False,male,1,no,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.05,1198.05
6140-QNRQQ,True,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,71.55,71.55
6141-OOXUQ,True,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.65,19.65
6142-VSJQO,True,female,0,yes,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),44.35,44.35
6143-JQKEA,False,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),45.8,436.2
6145-NNPNO,False,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),44.15,44.15
6147-CBCRA,False,female,0,yes,no,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,669.45
6152-ONASV,False,female,0,yes,no,68,yes,yes,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),58.25,3975.7
6156-UZDLF,False,female,0,no,no,26,yes,no,fiber optic,yes,no,yes,yes,no,no,one year,yes,credit card (automatic),87.15,2274.1
6158-DWPZT,True,male,0,yes,no,9,no,no phone service,dsl,no,no,no,no,no,no,one year,no,bank transfer (automatic),24.1,259.8
6158-HDPXZ,False,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.35,25.35
6161-ERDGD,False,male,0,yes,yes,71,yes,yes,dsl,yes,no,yes,yes,yes,yes,one year,no,electronic check,85.45,6300.85
6161-UUUTA,True,male,1,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.9,260.9
6164-HAQTX,False,male,0,no,no,71,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),53.95,3888.65
6164-HXUGH,False,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,119.3
6166-ILMNY,True,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),69.75,144.55
6166-YIPFO,False,male,0,yes,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,64.7,4746.05
6167-SYRNG,,male,1,yes,no,59,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),64.05,3886.85
6168-WFVVF,True,female,1,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,235.5
6168-YBYNP,False,male,0,no,no,59,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.35,6519.75
6169-PGNCD,False,female,0,no,no,57,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),74.3,4166.35
6169-PPETC,False,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.5,759.35
6171-ZTVYB,False,male,0,yes,no,43,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),66.25,2907.35
6172-FECYY,True,male,0,yes,yes,49,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,84.5,4254.85
6173-GOLSU,False,male,1,yes,no,67,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),94.65,6079
6173-ITPWD,True,male,0,yes,no,47,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),83.35,4065
6174-NRBTZ,False,male,0,no,no,46,no,no phone service,dsl,yes,no,no,no,no,no,one year,yes,bank transfer (automatic),30.75,1489.3
6175-IRFIT,False,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,mailed check,78.75,426.35
6176-YJWAS,False,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,credit card (automatic),97.95,7114.25
6177-PEVRA,False,female,0,no,no,48,yes,no,dsl,yes,yes,no,no,no,no,two year,no,credit card (automatic),55.5,2627.35
6178-KFNHS,True,female,0,no,yes,12,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,78.3,909.25
6179-GJPSO,True,female,1,no,no,43,yes,no,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),108.15,4600.7
6180-YBIQI,False,male,0,no,no,5,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,24.3,100.2
6181-AXXYF,False,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.75,1859.1
6184-DYUOB,False,female,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.6,55.25
