customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Contas_Diarias
5074-FBGHB,False,male,0,no,no,64,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),104.65,6889.8,3.49
5075-JSDKI,False,female,0,no,no,59,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,24.45,1493.1,0.82
5076-YVXCM,False,male,0,no,no,51,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),83.4,4149.45,2.78
5077-DXTCG,True,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.3,45.3,1.51
5081-NWSUP,False,female,0,no,no,10,yes,no,dsl,no,yes,no,yes,no,yes,one year,no,mailed check,64.9,685.55,2.16
5083-QPLHM,,male,0,yes,yes,14,yes,no,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,65.45,937.6,2.18
5084-OOVCJ,False,female,0,yes,yes,17,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,credit card (automatic),55.35,920.5,1.84
5087-SUURX,True,female,0,yes,no,18,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic check,39.05,669.85,1.3
5088-QZLRL,False,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.65,20.65,0.69
5089-IFSDP,True,female,0,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),109.45,6144.55,3.65
5090-EMGTC,False,female,0,yes,no,59,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,mailed check,100.05,6034.85,3.34
5091-HFAZW,False,female,0,no,no,2,yes,no,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,91.15,168.5,3.04
5092-STPKP,False,female,0,no,no,24,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,credit card (automatic),56.35,1381.2,1.88
5093-FEGLU,False,female,0,yes,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.65,921.55,0.65
5095-AESKG,True,female,0,yes,no,3,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),91.5,242.95,3.05
5095-ETBRJ,False,female,0,yes,no,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,56.8,3112.05,1.89
5099-BAILX,True,male,1,yes,yes,43,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),110.75,4687.9,3.69
5103-MHMHY,True,female,0,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.95,45.95,1.53
5108-ADXWO,True,male,0,no,no,11,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,73.5,791.75,2.45
5110-CHOPY,False,female,0,no,no,60,no,no phone service,dsl,yes,no,yes,no,yes,yes,two year,no,electronic check,53.6,3237.05,1.79
5115-GZDEL,False,male,0,no,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),67.2,4671.7,2.24
5115-SQAAU,False,female,0,yes,yes,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.6,1673.4,0.85
5117-IFGPS,False,male,1,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.3,2357.75,2.81
5117-ZSMHQ,False,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),89.9,6342.7,3.0
5118-MUEYH,False,female,0,yes,no,48,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),105.1,5083.55,3.5
5119-KEPFY,False,male,0,yes,no,36,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.0,3440.25,3.17
5119-NZPTV,False,male,1,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.1,141.65,2.34
5120-ZBLAI,False,female,0,yes,no,50,yes,yes,dsl,no,no,yes,no,yes,yes,one year,no,bank transfer (automatic),75.7,3876.2,2.52
5122-CYFXA,False,female,0,no,no,3,yes,no,dsl,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,75.3,244.1,2.51
5124-EOGYE,False,male,0,no,no,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.45,638.55,0.68
5125-CNDSP,False,male,0,no,yes,63,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),40.6,2588.95,1.35
5126-RCXYW,False,male,0,yes,yes,54,no,no phone service,dsl,no,no,yes,yes,no,yes,two year,no,credit card (automatic),46.0,2424.05,1.53
5127-BZENZ,False,female,0,yes,yes,56,yes,yes,dsl,yes,no,no,no,yes,no,one year,no,bank transfer (automatic),65.2,3512.15,2.17
5129-HHMZC,False,female,0,yes,no,43,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,credit card (automatic),86.45,3574.5,2.88
5129-JLPIS,False,male,0,no,no,25,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,105.5,2686.05,3.52
5130-IEKQT,True,male,1,no,no,25,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,mailed check,105.95,2655.25,3.53
5130-YPIRV,False,female,0,yes,no,62,yes,no,dsl,yes,yes,yes,no,yes,no,two year,yes,credit card (automatic),72.0,4284.2,2.4
5131-PONJI,False,male,0,yes,yes,49,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),90.4,4494.65,3.01
5133-POWUA,False,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.8,45.8,1.53
5133-VRSAB,False,male,0,no,no,8,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,29.35,216.45,0.98
5134-IKDAY,True,female,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.8,69.8,2.33
5134-RCXTN,,female,1,yes,no,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,25.2,1306.3,0.84
5135-GRQJV,False,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,114.5,8331.95,3.82
5135-RDDQL,False,female,0,yes,yes,63,yes,no,dsl,yes,no,no,no,no,no,two year,yes,bank transfer (automatic),50.65,3221.25,1.69
5136-GFPMB,False,male,0,no,no,54,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,credit card (automatic),89.4,4869.5,2.98
5136-KCKGI,True,female,0,yes,yes,33,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,mailed check,103.7,3467,3.46
5136-RGMZO,False,male,0,no,no,31,yes,yes,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,71.05,2168.15,2.37
5138-WVKYJ,True,male,0,no,no,10,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,electronic check,98.55,1008.55,3.28
5140-FOMCQ,False,female,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),109.15,6557.75,3.64
5141-ZUVBH,False,female,0,no,yes,9,yes,no,fiber optic,yes,no,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),93.0,870.25,3.1
5143-EGQFK,True,female,1,no,no,10,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,29.65,291.4,0.99
5143-WMWOG,True,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.95,19.95,0.66
5144-PQCDZ,False,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.95,59.25,0.66
5144-TVGLP,False,male,1,no,no,38,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,94.75,3653,3.16
5146-CBVOE,False,female,0,no,no,16,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),75.1,1212.85,2.5
5146-YYFRZ,False,male,0,no,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.95,1311.75,0.66
5148-HKFIR,False,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.7,406.95,0.66
5148-ORICT,False,female,0,yes,no,64,yes,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,74.35,4759.55,2.48
5149-CUZUJ,False,male,0,yes,yes,28,yes,no,fiber optic,no,yes,yes,yes,yes,no,one year,no,bank transfer (automatic),92.9,2768.35,3.1
5149-QYTTU,False,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),95.15,6770.85,3.17
5149-TGWDZ,False,female,0,no,no,21,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,mailed check,104.55,2239.4,3.48
5150-ITWWB,False,male,1,no,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.85,335.75,3.16
5150-LJNSR,False,male,0,yes,yes,31,yes,yes,fiber optic,yes,no,yes,no,yes,no,one year,no,bank transfer (automatic),98.05,3082.1,3.27
5151-HQRDG,False,male,0,yes,no,37,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,55.05,2030.75,1.84
5153-LXKDT,False,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,electronic check,110.2,7467.5,3.67
5153-RTHKF,False,female,0,no,no,34,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,85.35,2896.6,2.84
5154-VEKBL,True,female,0,no,no,9,no,no phone service,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,mailed check,58.5,539.85,1.95
5155-AZQPB,False,female,0,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,49.9,1410.25,1.66
5156-UMKOW,False,female,0,no,yes,3,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,29.65,90.05,0.99
5158-RIVOP,False,female,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.9,202.3,0.7
5159-YFPKQ,True,female,0,no,no,2,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,75.8,160.75,2.53
5160-UXJED,False,male,0,no,yes,17,yes,no,dsl,no,no,no,no,no,no,one year,no,mailed check,44.6,681.4,1.49
5161-UBZXI,False,male,0,yes,yes,69,yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),106.35,7261.75,3.54
5161-XEUVX,False,male,0,yes,no,37,yes,yes,fiber optic,no,no,yes,yes,yes,no,two year,no,mailed check,94.3,3460.95,3.14
5167-GBFRE,True,male,1,no,no,4,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.2,102.5,0.84
5167-ZFFMM,True,male,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),90.85,90.85,3.03
5168-MQQCA,False,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),108.5,8003.8,3.62
5168-MSWXT,False,male,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.75,759.55,3.16
5170-PTRKA,False,female,0,yes,yes,49,no,no phone service,dsl,yes,no,no,yes,no,no,one year,yes,credit card (automatic),35.8,1782,1.19
5171-EPLKN,False,male,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.85,470,0.66
5172-MIGPM,False,male,0,no,no,4,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,no,mailed check,65.55,237.2,2.18
5172-RKOCB,False,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),108.95,7875,3.63
5173-WXOQV,False,male,0,yes,no,2,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,mailed check,64.2,143.65,2.14
5173-ZXXXL,False,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,47.7,0.66
5174-ITUMV,False,male,0,yes,yes,67,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,105.4,6989.45,3.51
5174-RNGBH,True,female,0,no,no,9,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,no,mailed check,66.25,620.55,2.21
5175-AOBHI,True,female,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,46.0,193.6,1.53
5175-WLYXL,False,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,78.85,1600.25,2.63
5176-LDKUH,False,female,0,no,no,48,yes,no,fiber optic,no,yes,no,no,no,no,one year,no,electronic check,75.15,3772.65,2.51
5176-LMJXE,False,female,0,no,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.55,945.7,0.68
5176-OLSKT,False,female,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),66.9,4370.25,2.23
5177-RVZNU,False,female,0,no,yes,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.3,755.4,0.68
5178-LMXOP,True,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,95.1,3.17
5180-UCIIQ,True,male,1,yes,yes,22,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,no,mailed check,40.05,880.2,1.34
5181-OABFK,False,female,0,yes,yes,56,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,credit card (automatic),61.3,3346.8,2.04
5183-KLYEM,False,female,0,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),112.75,8192.6,3.76
5183-SNMJQ,False,male,0,no,no,10,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),95.1,865.1,3.17
5186-EJEGL,False,male,0,no,no,9,yes,no,dsl,yes,no,yes,yes,yes,no,month-to-month,yes,mailed check,69.5,653.25,2.32
5186-PEIZU,False,female,0,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.25,617.65,0.64
5186-SAMNZ,True,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.5,69.5,2.32
5188-HGMLP,False,male,1,yes,no,54,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.0,3919.15,2.47
5192-EBGOV,True,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,85.7,2.86
5193-QLVZB,False,male,0,no,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),104.75,6536.5,3.49
5195-KPUNQ,False,female,1,no,no,53,yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,yes,mailed check,96.75,5206.55,3.22
5196-SGOAK,True,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.7,75.7,2.52
5196-WPYOW,False,male,0,yes,yes,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,60.05,3994.05,2.0
5197-LQXXH,False,female,0,yes,no,71,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),83.3,5894.5,2.78
5197-PYEPU,False,female,0,yes,yes,42,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,yes,credit card (automatic),94.45,3923.8,3.15
5197-YPYBZ,False,female,0,yes,yes,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.25,274.7,0.84
5198-EFNBM,False,male,1,yes,no,57,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,90.65,5199.8,3.02
5198-HQAEN,False,male,0,yes,yes,35,yes,no,fiber optic,no,yes,no,yes,yes,no,one year,yes,electronic check,89.7,3165.6,2.99
5199-FPUSP,False,male,0,no,yes,33,no,no phone service,dsl,yes,no,no,yes,no,no,one year,no,credit card (automatic),34.05,1113.95,1.14
5201-CBWYG,False,male,0,yes,yes,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),24.8,1476.25,0.83
5201-FRKKS,False,male,0,no,no,25,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.3,1952.25,2.48
5201-USSQZ,False,female,0,yes,no,26,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,credit card (automatic),85.9,2196.45,2.86
5202-IVJNU,True,female,0,no,yes,39,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),30.1,1131.3,1.0
5203-XEHAX,False,female,0,no,no,34,yes,no,dsl,yes,yes,no,no,no,yes,one year,no,electronic check,64.35,2053.05,2.14
5204-HMGYF,False,female,0,yes,yes,49,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,yes,mailed check,87.2,4345,2.91
5204-QZXPU,True,male,0,no,no,19,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic check,39.65,733.35,1.32
5206-HPJKM,False,male,0,no,no,17,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),55.5,934.15,1.85
5206-XZZQI,False,male,0,no,no,53,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,mailed check,80.6,4348.1,2.69
5206-YQKMK,,female,0,no,no,25,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.75,692.1,0.82
5207-PLSTK,False,male,0,yes,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.75,48.75,1.62
5208-FVQKB,False,male,0,yes,no,70,yes,no,dsl,yes,yes,no,yes,no,yes,two year,no,mailed check,67.95,4664.15,2.26
5208-HFSBT,True,female,0,no,no,2,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),55.05,102.75,1.84
5213-TWWJU,False,male,0,no,no,28,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,no,electronic check,91.0,2626.15,3.03
5214-CHIWJ,False,male,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.3,595.05,0.68
5214-NLTIT,False,male,0,yes,yes,72,yes,yes,fiber optic,no,no,yes,no,no,yes,two year,yes,credit card (automatic),90.8,6511.8,3.03
5215-LNLDJ,False,female,0,yes,yes,7,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.7,149.05,0.82
5216-WASFJ,False,female,1,yes,no,31,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.85,2633.4,2.83
5219-YIPTK,True,female,0,yes,no,33,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.4,3409.6,3.48
5220-AGAAX,False,male,0,yes,yes,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.0,1664.3,0.8
5222-IMUKT,False,male,0,no,no,32,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,91.05,2871.5,3.03
5222-JCXZT,False,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.0,78.9,0.63
5223-UZAVK,False,male,0,no,no,64,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),100.3,6603.8,3.34
5226-NOZFC,False,male,0,no,no,26,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,85.75,2146.5,2.86
5227-JSCFE,False,male,1,yes,no,71,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),46.35,3353.4,1.55
5228-EXCET,True,male,0,no,no,13,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.85,1008.7,2.7
5229-DTFYB,False,female,0,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),98.8,3959.15,3.29
5229-PRWKT,True,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.55,649.65,2.88
5231-FIQPA,False,female,0,no,no,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.85,810.45,0.66
5232-NXPAY,False,female,0,no,no,47,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed check,74.45,3510.3,2.48
5233-AOZUF,False,female,0,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,2149.05,2.5
5233-GEEAX,True,male,1,no,no,8,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.4,221.9,0.98
5235-XATIX,,male,0,no,yes,22,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.4,2001.5,2.98
5236-PERKL,True,female,0,no,no,57,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),112.95,6465,3.76
5236-XMZJY,False,female,0,no,no,42,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),59.65,2536.55,1.99
5240-CAOYT,False,female,0,no,no,57,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),87.55,4884.85,2.92
5240-IJOQT,True,male,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.7,74.7,2.49
5242-UOWHD,False,male,0,yes,yes,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.35,929.2,0.68
5243-NIEIT,,male,0,yes,no,14,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.15,1139.2,2.84
5243-SAOTC,False,male,0,no,no,54,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.85,4308.25,2.66
5244-IRFIH,True,male,1,yes,no,33,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.5,3105.55,3.15
5245-VDBUR,False,female,0,yes,no,52,no,no phone service,dsl,yes,no,yes,no,no,no,one year,no,mailed check,35.45,1958.95,1.18
5248-KWLAR,False,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,90.35,6325.25,3.01
5248-RPYWW,False,female,1,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),90.15,6716.45,3.01
5248-YGIJN,False,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.25,6369.45,3.01
5249-QYHEX,False,female,0,yes,yes,40,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.8,1024.7,0.83
5256-SKJGO,False,female,0,yes,yes,64,no,no phone service,dsl,no,yes,no,yes,yes,yes,two year,yes,electronic check,54.6,3423.5,1.82
5260-UMPWX,False,female,0,yes,yes,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.25,493.95,0.68
5261-QSHQM,True,female,0,no,no,4,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.45,86.6,0.82
5264-IWHMU,,male,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,49.05,49.05,1.64
5266-PFRQK,False,male,0,yes,yes,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.85,1071.6,0.7
5268-DSMNQ,False,female,1,yes,no,62,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),97.95,5936.55,3.26
5269-NRGDP,False,male,0,yes,yes,42,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,electronic check,73.15,3088.25,2.44
5271-DBYSJ,False,male,1,no,no,11,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),79.15,827.7,2.64
5271-YNWVR,True,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,113.15,7856,3.77
5274-XHAKY,False,female,0,yes,yes,41,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),94.3,3893.6,3.14
5275-PMFUT,False,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.8,4719.75,2.16
5275-SQEIZ,True,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,mailed check,80.85,80.85,2.7
5276-KQWHG,True,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,131.65,2.32
5277-ZLOOR,True,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.55,187.45,2.85
5278-PNYOX,False,female,0,no,no,49,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),100.65,4917.75,3.36
5281-BUZGT,True,male,1,no,no,36,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,electronic check,90.85,3186.7,3.03
5285-MVEHD,False,female,0,yes,no,56,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),105.6,6068.65,3.52
5285-TWCNP,,female,1,no,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),75.5,5212.65,2.52
5286-YHCVC,False,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),104.8,7470.1,3.49
5287-QWLKY,True,male,1,yes,yes,71,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),105.1,7548.1,3.5
5288-AHOUP,False,male,1,no,no,11,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,78.5,874.2,2.62
5293-WXJAK,True,female,1,yes,no,11,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),104.05,1133.65,3.47
5294-CDGWY,True,male,0,yes,yes,51,no,no phone service,dsl,yes,yes,yes,no,yes,yes,one year,no,electronic check,59.3,3014.65,1.98
5294-DMSFH,False,female,0,yes,yes,29,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),87.8,2621.75,2.93
